aded,boro,nta_name,DEM,REP,ALL_OTH,total_first2016,total_voted2016,pct_total_first2016_total_voted2016,pct_dem_first2016,pct_rep_first2016,pct_oth_first2016,trump_votes,clinton_votes,total_votes,winner,female_first2016,pct_female_first2016,female_first2016_dem,female_first2016_rep,male_first2016,pct_male_first2016,male_first2016_dem,male_first2016_rep
25010,Queens,Pomonok-Flushing Heights-Hillcrest,6,1,4,11,293,3.75,54.55,9.09,36.36,290,313,668,clinton,4,36.36363636,3,0,7,63.63636364,3,1
25011,Queens,Pomonok-Flushing Heights-Hillcrest,19,1,8,28,576,4.86,67.86,3.57,28.57,316,281,690,trump,16,57.14285714,11,0,12,42.85714286,8,1
25012,Queens,Pomonok-Flushing Heights-Hillcrest,13,4,8,25,560,4.46,52,16,32,337,336,754,trump,16,64,8,2,9,36,5,2
25013,Queens,Pomonok-Flushing Heights-Hillcrest,10,3,16,29,579,5.01,34.48,10.34,55.17,189,288,526,clinton,19,65.51724138,8,1,10,34.48275862,2,2
25014,Queens,Fresh Meadows-Utopia,15,5,12,32,577,5.55,46.88,15.63,37.5,209,267,527,clinton,19,59.375,7,3,13,40.625,8,2
25015,Queens,Fresh Meadows-Utopia,7,9,12,28,458,6.11,25,32.14,42.86,170,273,491,clinton,16,57.14285714,5,3,12,42.85714286,2,6
25016,Queens,Fresh Meadows-Utopia,4,1,13,18,435,4.14,22.22,5.56,72.22,252,427,752,clinton,9,50,2,1,9,50,2,0
25017,Queens,Fresh Meadows-Utopia,14,3,12,29,559,5.19,48.28,10.34,41.38,214,498,789,clinton,15,51.72413793,8,1,14,48.27586207,6,2
25018,Queens,Fresh Meadows-Utopia,17,2,8,27,548,4.93,62.96,7.41,29.63,153,638,872,clinton,17,62.96296296,12,1,10,37.03703704,5,1
25019,Queens,Fresh Meadows-Utopia,10,3,3,16,559,2.86,62.5,18.75,18.75,145,620,839,clinton,4,25,4,0,12,75,6,3
25020,Queens,Fresh Meadows-Utopia,14,1,6,21,605,3.47,66.67,4.76,28.57,152,429,642,clinton,11,52.38095238,9,1,10,47.61904762,5,0
25021,Queens,Oakland Gardens,14,6,12,32,480,6.67,43.75,18.75,37.5,221,463,750,clinton,15,46.875,8,1,17,53.125,6,5
25022,Queens,Oakland Gardens,24,5,8,37,593,6.24,64.86,13.51,21.62,169,501,735,clinton,21,56.75675676,13,1,16,43.24324324,11,4
25023,Queens,Oakland Gardens,6,5,8,19,292,6.51,31.58,26.32,42.11,99,180,305,clinton,10,52.63157895,3,2,9,47.36842105,3,3
25024,Queens,Oakland Gardens,16,7,10,33,559,5.9,48.48,21.21,30.3,205,467,737,clinton,18,54.54545455,7,3,15,45.45454545,9,4
25025,Queens,Douglas Manor-Douglaston-Little Neck,15,5,13,33,602,5.48,45.45,15.15,39.39,194,393,638,clinton,13,39.39393939,6,2,20,60.60606061,9,3
25026,Queens,Oakland Gardens,2,1,1,4,82,4.88,50,25,25,19,61,88,clinton,3,75,2,0,1,25,0,1
25027,Queens,Bayside-Bayside Hills,24,8,16,48,513,9.36,50,16.67,33.33,255,383,714,clinton,24,50,13,4,24,50,11,4
25028,Queens,Bayside-Bayside Hills,28,8,10,46,571,8.06,60.87,17.39,21.74,196,336,589,clinton,26,56.52173913,17,3,20,43.47826087,11,5
25029,Queens,Bayside-Bayside Hills,22,5,13,40,591,6.77,55,12.5,32.5,308,379,762,clinton,28,70,16,3,12,30,6,2
25030,Queens,Bayside-Bayside Hills,19,5,6,30,593,5.06,63.33,16.67,20,186,389,629,clinton,17,56.66666667,13,3,13,43.33333333,6,2
25031,Queens,Bayside-Bayside Hills,11,4,3,18,516,3.49,61.11,22.22,16.67,43,330,410,clinton,5,27.77777778,3,2,13,72.22222222,8,2
25032,Queens,Bayside-Bayside Hills,14,2,8,24,510,4.71,58.33,8.33,33.33,191,439,694,clinton,13,54.16666667,7,1,11,45.83333333,7,1
25033,Queens,Bayside-Bayside Hills,6,5,5,16,344,4.65,37.5,31.25,31.25,217,394,679,clinton,5,31.25,3,2,11,68.75,3,3
25034,Queens,Bayside-Bayside Hills,,1,1,2,48,4.17,0,50,50,15,29,49,clinton,2,100,0,1,0,0,0,0
25035,Queens,Bayside-Bayside Hills,21,5,8,34,567,6,61.76,14.71,23.53,160,250,448,clinton,19,55.88235294,11,2,15,44.11764706,10,3
25036,Queens,Bayside-Bayside Hills,25,7,10,42,645,6.51,59.52,16.67,23.81,257,353,672,clinton,25,59.52380952,16,3,17,40.47619048,9,4
25037,Queens,Auburndale,28,3,9,40,514,7.78,70,7.5,22.5,253,383,696,clinton,23,57.5,19,1,17,42.5,9,2
25038,Queens,Auburndale,11,8,8,27,494,5.47,40.74,29.63,29.63,211,268,523,clinton,15,55.55555556,8,4,12,44.44444444,3,4
25039,Queens,Auburndale,19,5,3,27,414,6.52,70.37,18.52,11.11,249,354,653,clinton,16,59.25925926,11,3,11,40.74074074,8,2
25040,Queens,Auburndale,16,14,11,41,508,8.07,39.02,34.15,26.83,316,393,791,clinton,24,58.53658537,9,8,17,41.46341463,7,6
25041,Queens,Auburndale,7,1,2,10,228,4.39,70,10,20,65,156,235,clinton,4,40,2,0,6,60,5,1
25042,Queens,Auburndale,10,1,7,18,335,5.37,55.56,5.56,38.89,206,394,643,clinton,12,66.66666667,6,1,6,33.33333333,4,0
25043,Queens,Auburndale,13,4,8,25,596,4.19,52,16,32,210,381,649,clinton,17,68,8,4,8,32,5,0
25044,Queens,Queensboro Hill,14,1,5,20,502,3.98,70,5,25,193,404,641,clinton,9,45,7,0,11,55,7,1
25045,Queens,Queensboro Hill,13,2,8,23,446,5.16,56.52,8.7,34.78,140,367,558,clinton,13,56.52173913,9,1,10,43.47826087,4,1
25046,Queens,Queensboro Hill,21,4,20,45,448,10.04,46.67,8.89,44.44,134,284,460,clinton,26,57.77777778,9,3,19,42.22222222,12,1
25047,Queens,Queensboro Hill,14,2,8,24,459,5.23,58.33,8.33,33.33,167,294,519,clinton,11,45.83333333,5,1,13,54.16666667,9,1
25048,Queens,Queensboro Hill,10,2,0,12,393,3.05,83.33,16.67,0,118,239,394,clinton,5,41.66666667,5,0,7,58.33333333,5,2
25049,Queens,Queensboro Hill,15,2,4,21,434,4.84,71.43,9.52,19.05,103,256,394,clinton,12,57.14285714,7,2,9,42.85714286,8,0
25050,Queens,Flushing,11,2,3,16,441,3.63,68.75,12.5,18.75,137,361,542,clinton,12,75,7,2,4,25,4,0
25051,Queens,Flushing,18,2,5,25,429,5.83,72,8,20,94,279,397,clinton,15,60,11,0,10,40,7,2
25052,Queens,Flushing,13,2,5,20,424,4.72,65,10,25,126,283,449,clinton,14,70,9,1,6,30,4,1
25053,Queens,Flushing,10,,5,15,552,2.72,66.67,0,33.33,150,399,594,clinton,7,46.66666667,5,0,8,53.33333333,5,0
25054,Queens,Flushing,11,1,4,16,487,3.29,68.75,6.25,25,95,514,663,clinton,8,50,6,0,8,50,5,1
25055,Queens,East Flushing,10,2,5,17,429,3.96,58.82,11.76,29.41,128,379,532,clinton,11,64.70588235,8,2,6,35.29411765,2,0
25056,Queens,Flushing,17,2,13,32,384,8.33,53.13,6.25,40.63,174,314,532,clinton,19,59.375,10,2,13,40.625,7,0
25057,Queens,East Flushing,11,9,6,26,424,6.13,42.31,34.62,23.08,112,195,341,clinton,15,57.69230769,7,6,11,42.30769231,4,3
25058,Queens,Douglas Manor-Douglaston-Little Neck,18,5,11,34,610,5.57,52.94,14.71,32.35,231,364,659,clinton,21,61.76470588,12,4,13,38.23529412,6,1
25059,Queens,Pomonok-Flushing Heights-Hillcrest,18,6,14,38,597,6.37,47.37,15.79,36.84,192,423,667,clinton,23,60.52631579,11,3,15,39.47368421,7,3
25060,Queens,Pomonok-Flushing Heights-Hillcrest,6,4,13,23,342,6.73,26.09,17.39,56.52,151,179,384,clinton,10,43.47826087,2,2,13,56.52173913,4,2
25061,Queens,Pomonok-Flushing Heights-Hillcrest,21,4,15,40,594,6.73,52.5,10,37.5,244,385,679,clinton,18,45,8,4,22,55,13,0
25062,Queens,Kew Gardens Hills,12,5,8,25,433,5.77,48,20,32,128,381,559,clinton,11,44,6,1,14,56,6,4
25063,Queens,Queensboro Hill,17,2,8,27,395,6.84,62.96,7.41,29.63,200,352,611,clinton,14,51.85185185,10,1,13,48.14814815,7,1
25064,Queens,Queensboro Hill,7,8,7,22,476,4.62,31.82,36.36,31.82,40,129,184,clinton,15,68.18181818,2,7,7,31.81818182,5,1
25065,Queens,Oakland Gardens,9,7,13,29,494,5.87,31.03,24.14,44.83,129,362,519,clinton,13,44.82758621,4,3,16,55.17241379,5,4
25066,Queens,Oakland Gardens,1,1,3,5,67,7.46,20,20,60,26,44,86,clinton,0,0,0,0,5,100,1,1
25068,Queens,Queensboro Hill,9,4,4,17,321,5.3,52.94,23.53,23.53,136,264,444,clinton,10,58.82352941,6,3,7,41.17647059,3,1
25069,Queens,Kew Gardens Hills,11,6,4,21,253,8.3,52.38,28.57,19.05,0,0,0,none,11,52.38095238,7,2,10,47.61904762,4,4
25070,Queens,Kew Gardens Hills,7,2,2,11,243,4.53,63.64,18.18,18.18,0,0,0,none,5,45.45454545,4,1,6,54.54545455,3,1
25071,Queens,Fresh Meadows-Utopia,12,1,3,16,493,3.25,75,6.25,18.75,0,0,0,none,8,50,7,1,8,50,5,0
25072,Queens,Oakland Gardens,16,4,5,25,433,5.77,64,16,20,0,0,0,none,12,48,8,2,13,52,8,2
25073,Queens,Auburndale,12,8,8,28,453,6.18,42.86,28.57,28.57,0,0,0,none,11,39.28571429,7,3,17,60.71428571,5,5
25074,Queens,Flushing,12,,5,17,331,5.14,70.59,0,29.41,0,0,0,none,9,52.94117647,7,0,8,47.05882353,5,0
25075,Queens,Fresh Meadows-Utopia,6,5,7,18,430,4.19,33.33,27.78,38.89,0,0,0,none,13,72.22222222,5,2,5,27.77777778,1,3
25076,Queens,Pomonok-Flushing Heights-Hillcrest,7,7,3,17,335,5.07,41.18,41.18,17.65,0,0,0,none,9,52.94117647,4,5,8,47.05882353,3,2
25077,Queens,Bayside-Bayside Hills,9,3,4,16,274,5.84,56.25,18.75,25,0,0,0,none,9,56.25,5,1,7,43.75,4,2
25078,Queens,Auburndale,9,2,2,13,302,4.3,69.23,15.38,15.38,0,0,0,none,7,53.84615385,5,0,6,46.15384615,4,2
25079,Queens,Auburndale,12,,6,18,275,6.55,66.67,0,33.33,0,0,0,none,10,55.55555556,7,0,8,44.44444444,5,0
26001,Queens,Whitestone,5,4,8,17,274,6.2,29.41,23.53,47.06,147,117,291,trump,8,47.05882353,1,2,9,52.94117647,4,2
26002,Queens,Flushing,3,1,3,7,137,5.11,42.86,14.29,42.86,52,76,165,clinton,4,57.14285714,1,1,3,42.85714286,2,0
26003,Queens,Whitestone,19,7,5,31,633,4.9,61.29,22.58,16.13,294,391,750,clinton,17,54.83870968,11,4,14,45.16129032,8,3
26004,Queens,Whitestone,20,13,14,47,611,7.69,42.55,27.66,29.79,354,321,740,trump,21,44.68085106,10,3,26,55.31914894,10,10
26005,Queens,Whitestone,10,9,5,24,439,5.47,41.67,37.5,20.83,385,369,822,trump,9,37.5,4,4,15,62.5,6,5
26006,Queens,Whitestone,16,13,6,35,653,5.36,45.71,37.14,17.14,329,310,694,trump,20,57.14285714,13,4,15,42.85714286,3,9
26007,Queens,Ft. Totten-Bay Terrace-Clearview,9,7,1,17,492,3.46,52.94,41.18,5.88,233,234,526,clinton,6,35.29411765,4,2,11,64.70588235,5,5
26008,Queens,Ft. Totten-Bay Terrace-Clearview,11,10,8,29,712,4.07,37.93,34.48,27.59,337,397,820,clinton,15,51.72413793,5,5,14,48.27586207,6,5
26009,Queens,Ft. Totten-Bay Terrace-Clearview,16,3,11,30,695,4.32,53.33,10,36.67,350,367,774,clinton,17,56.66666667,8,2,13,43.33333333,8,1
26010,Queens,Ft. Totten-Bay Terrace-Clearview,22,5,12,39,667,5.85,56.41,12.82,30.77,315,392,784,clinton,22,56.41025641,13,1,17,43.58974359,9,4
26011,Queens,Ft. Totten-Bay Terrace-Clearview,17,10,7,34,652,5.21,50,29.41,20.59,306,234,600,trump,16,47.05882353,9,3,18,52.94117647,8,7
26012,Queens,Ft. Totten-Bay Terrace-Clearview,12,6,3,21,616,3.41,57.14,28.57,14.29,277,227,547,trump,8,38.0952381,5,2,13,61.9047619,7,4
26013,Queens,Whitestone,24,9,12,45,653,6.89,53.33,20,26.67,401,356,829,trump,21,46.66666667,10,4,24,53.33333333,14,5
26014,Queens,Whitestone,14,14,7,35,700,5,40,40,20,385,286,743,trump,16,45.71428571,8,5,19,54.28571429,6,9
26015,Queens,Whitestone,10,2,9,21,748,2.81,47.62,9.52,42.86,239,359,645,clinton,13,61.9047619,8,0,8,38.0952381,2,2
26016,Queens,Whitestone,8,5,11,24,769,3.12,33.33,20.83,45.83,342,465,919,clinton,16,66.66666667,6,2,8,33.33333333,2,3
26017,Queens,Whitestone,13,14,9,36,697,5.16,36.11,38.89,25,405,365,838,trump,16,44.44444444,8,5,20,55.55555556,5,9
26018,Queens,Whitestone,18,15,7,40,719,5.56,45,37.5,17.5,387,161,598,trump,19,47.5,9,7,21,52.5,9,8
26019,Queens,Ft. Totten-Bay Terrace-Clearview,6,5,3,14,381,3.67,42.86,35.71,21.43,247,474,785,clinton,6,42.85714286,2,3,8,57.14285714,4,2
26020,Queens,Ft. Totten-Bay Terrace-Clearview,10,7,0,17,749,2.27,58.82,41.18,0,257,475,828,clinton,10,58.82352941,8,2,7,41.17647059,2,5
26021,Queens,Ft. Totten-Bay Terrace-Clearview,12,4,7,23,590,3.9,52.17,17.39,30.43,201,373,637,clinton,9,39.13043478,5,0,14,60.86956522,7,4
26022,Queens,Ft. Totten-Bay Terrace-Clearview,12,3,6,21,639,3.29,57.14,14.29,28.57,208,358,632,clinton,11,52.38095238,6,1,10,47.61904762,6,2
26023,Queens,Ft. Totten-Bay Terrace-Clearview,10,4,7,21,648,3.24,47.62,19.05,33.33,210,436,715,clinton,11,52.38095238,6,2,10,47.61904762,4,2
26024,Queens,Ft. Totten-Bay Terrace-Clearview,9,4,1,14,569,2.46,64.29,28.57,7.14,148,391,616,clinton,7,50,4,2,7,50,5,2
26025,Queens,Ft. Totten-Bay Terrace-Clearview,5,5,3,13,582,2.23,38.46,38.46,23.08,183,382,645,clinton,8,61.53846154,5,1,5,38.46153846,0,4
26026,Queens,Ft. Totten-Bay Terrace-Clearview,9,8,9,26,725,3.59,34.62,30.77,34.62,205,550,855,clinton,17,65.38461538,6,6,9,34.61538462,3,2
26027,Queens,Bayside-Bayside Hills,14,6,3,23,620,3.71,60.87,26.09,13.04,238,357,658,clinton,12,52.17391304,6,4,11,47.82608696,8,2
26028,Queens,Douglas Manor-Douglaston-Little Neck,9,8,13,30,732,4.1,30,26.67,43.33,273,379,730,clinton,14,46.66666667,6,2,16,53.33333333,3,6
26029,Queens,Douglas Manor-Douglaston-Little Neck,11,14,8,33,730,4.52,33.33,42.42,24.24,354,361,804,clinton,16,48.48484848,7,4,17,51.51515152,4,10
26030,Queens,Douglas Manor-Douglaston-Little Neck,14,14,5,33,737,4.48,42.42,42.42,15.15,322,427,833,clinton,17,51.51515152,7,7,16,48.48484848,7,7
26031,Queens,Douglas Manor-Douglaston-Little Neck,7,4,7,18,729,2.47,38.89,22.22,38.89,336,398,815,clinton,9,50,5,0,9,50,2,4
26032,Queens,Douglas Manor-Douglaston-Little Neck,18,2,12,32,659,4.86,56.25,6.25,37.5,269,456,821,clinton,18,56.25,11,0,14,43.75,7,2
26033,Queens,Douglas Manor-Douglaston-Little Neck,9,1,6,16,710,2.25,56.25,6.25,37.5,315,460,873,clinton,6,37.5,4,0,10,62.5,5,1
26034,Queens,Douglas Manor-Douglaston-Little Neck,13,9,11,33,662,4.98,39.39,27.27,33.33,200,196,426,trump,16,48.48484848,7,3,17,51.51515152,6,6
26035,Queens,Douglas Manor-Douglaston-Little Neck,14,3,6,23,649,3.54,60.87,13.04,26.09,305,333,751,clinton,10,43.47826087,8,0,13,56.52173913,6,3
26036,Queens,East Flushing,6,2,3,11,281,3.91,54.55,18.18,27.27,98,178,297,clinton,7,63.63636364,4,2,4,36.36363636,2,0
26037,Queens,Auburndale,9,4,4,17,507,3.35,52.94,23.53,23.53,291,376,733,clinton,7,41.17647059,3,2,10,58.82352941,6,2
26038,Queens,Bayside-Bayside Hills,1,,0,1,65,1.54,100,0,0,26,39,69,clinton,1,100,1,0,0,0,0,0
26039,Queens,Murray Hill,9,,2,11,407,2.7,81.82,0,18.18,113,265,431,clinton,6,54.54545455,5,0,5,45.45454545,4,0
26040,Queens,Oakland Gardens,13,4,6,23,399,5.76,56.52,17.39,26.09,143,238,421,clinton,12,52.17391304,8,2,11,47.82608696,5,2
26041,Queens,Bayside-Bayside Hills,1,,1,2,54,3.7,50,0,50,14,40,55,clinton,1,50,1,0,1,50,0,0
26042,Queens,Bayside-Bayside Hills,1,2,10,13,416,3.13,7.69,15.38,76.92,151,248,435,clinton,7,53.84615385,0,0,6,46.15384615,1,2
26043,Queens,Oakland Gardens,3,6,9,18,300,6,16.67,33.33,50,134,160,329,clinton,7,38.88888889,1,2,11,61.11111111,2,4
26044,Queens,Oakland Gardens,9,6,12,27,305,8.85,33.33,22.22,44.44,93,206,340,clinton,21,77.77777778,8,4,6,22.22222222,1,2
26045,Queens,Douglas Manor-Douglaston-Little Neck,7,7,10,24,609,3.94,29.17,29.17,41.67,245,487,824,clinton,10,41.66666667,3,2,14,58.33333333,4,5
26046,Queens,Douglas Manor-Douglaston-Little Neck,11,7,16,34,685,4.96,32.35,20.59,47.06,270,449,782,clinton,16,47.05882353,5,5,18,52.94117647,6,2
26047,Queens,Douglas Manor-Douglaston-Little Neck,10,6,6,22,629,3.5,45.45,27.27,27.27,238,509,802,clinton,12,54.54545455,5,2,10,45.45454545,5,4
26048,Queens,Douglas Manor-Douglaston-Little Neck,13,8,12,33,683,4.83,39.39,24.24,36.36,170,271,480,clinton,14,42.42424242,6,3,19,57.57575758,7,5
26049,Queens,Douglas Manor-Douglaston-Little Neck,14,6,10,30,563,5.33,46.67,20,33.33,161,275,478,clinton,16,53.33333333,8,3,14,46.66666667,6,3
26050,Queens,Bayside-Bayside Hills,16,9,11,36,577,6.24,44.44,25,30.56,211,346,618,clinton,21,58.33333333,11,4,15,41.66666667,5,5
26051,Queens,Bayside-Bayside Hills,7,7,5,19,422,4.5,36.84,36.84,26.32,145,267,448,clinton,9,47.36842105,3,4,10,52.63157895,4,3
26052,Queens,Bayside-Bayside Hills,14,3,8,25,537,4.66,56,12,32,161,344,578,clinton,14,56,9,1,11,44,5,2
26053,Queens,Bayside-Bayside Hills,11,3,10,24,607,3.95,45.83,12.5,41.67,254,457,809,clinton,14,58.33333333,5,1,10,41.66666667,6,2
26054,Queens,Auburndale,18,4,11,33,594,5.56,54.55,12.12,33.33,313,338,707,clinton,16,48.48484848,10,2,17,51.51515152,8,2
26055,Queens,Auburndale,18,6,5,29,552,5.25,62.07,20.69,17.24,211,335,605,clinton,16,55.17241379,11,3,13,44.82758621,7,3
26056,Queens,Murray Hill,6,2,7,15,593,2.53,40,13.33,46.67,278,410,759,clinton,6,40,2,0,9,60,4,2
26057,Queens,Auburndale,10,6,8,24,578,4.15,41.67,25,33.33,276,467,826,clinton,13,54.16666667,4,2,11,45.83333333,6,4
26058,Queens,Auburndale,9,2,8,19,576,3.3,47.37,10.53,42.11,269,421,751,clinton,12,63.15789474,5,2,7,36.84210526,4,0
26059,Queens,Auburndale,14,9,8,31,648,4.78,45.16,29.03,25.81,341,384,806,clinton,16,51.61290323,10,2,15,48.38709677,4,7
26060,Queens,Murray Hill,7,7,11,25,614,4.07,28,28,44,373,363,813,trump,11,44,3,3,14,56,4,4
26061,Queens,Bayside-Bayside Hills,16,11,10,37,673,5.5,43.24,29.73,27.03,299,325,682,clinton,20,54.05405405,6,7,17,45.94594595,10,4
26062,Queens,Bayside-Bayside Hills,20,8,8,36,635,5.67,55.56,22.22,22.22,268,365,704,clinton,20,55.55555556,12,6,16,44.44444444,8,2
26063,Queens,Bayside-Bayside Hills,14,4,4,22,678,3.24,63.64,18.18,18.18,282,376,719,clinton,16,72.72727273,11,3,6,27.27272727,3,1
26064,Queens,Bayside-Bayside Hills,9,8,4,21,600,3.5,42.86,38.1,19.05,283,306,635,clinton,12,57.14285714,5,6,9,42.85714286,4,2
26065,Queens,Bayside-Bayside Hills,10,6,2,18,400,4.5,55.56,33.33,11.11,301,454,819,clinton,12,66.66666667,7,4,6,33.33333333,3,2
26066,Queens,Bayside-Bayside Hills,12,8,4,24,697,3.44,50,33.33,16.67,360,427,872,clinton,12,50,3,5,12,50,9,3
26067,Queens,Bayside-Bayside Hills,15,11,15,41,697,5.88,36.59,26.83,36.59,323,356,754,clinton,20,48.7804878,8,7,21,51.2195122,7,4
26068,Queens,Bayside-Bayside Hills,17,3,6,26,635,4.09,65.38,11.54,23.08,312,298,692,trump,13,50,9,1,13,50,8,2
26069,Queens,Bayside-Bayside Hills,12,1,5,18,459,3.92,66.67,5.56,27.78,336,411,816,clinton,9,50,5,0,9,50,7,1
26070,Queens,Bayside-Bayside Hills,10,3,7,20,613,3.26,50,15,35,215,475,784,clinton,10,50,6,2,10,50,4,1
26071,Queens,Glen Oaks-Floral Park-New Hyde Park,4,,0,4,504,0.79,100,0,0,98,402,543,clinton,2,50,2,0,2,50,2,0
26072,Queens,Glen Oaks-Floral Park-New Hyde Park,17,4,6,27,629,4.29,62.96,14.81,22.22,218,384,667,clinton,15,55.55555556,9,2,12,44.44444444,8,2
26073,Queens,Glen Oaks-Floral Park-New Hyde Park,2,,1,3,463,0.65,66.67,0,33.33,189,779,1054,clinton,2,66.66666667,2,0,1,33.33333333,0,0
26074,Queens,Glen Oaks-Floral Park-New Hyde Park,17,4,3,24,516,4.65,70.83,16.67,12.5,143,370,583,clinton,13,54.16666667,10,1,11,45.83333333,7,3
26075,Queens,Glen Oaks-Floral Park-New Hyde Park,15,6,6,27,670,4.03,55.56,22.22,22.22,214,430,698,clinton,14,51.85185185,5,5,13,48.14814815,10,1
26076,Queens,Glen Oaks-Floral Park-New Hyde Park,9,6,10,25,609,4.11,36,24,40,207,391,639,clinton,15,60,6,3,10,40,3,3
26079,Queens,Whitestone,8,5,9,22,482,4.56,36.36,22.73,40.91,0,0,0,none,6,27.27272727,1,1,16,72.72727273,7,4
26080,Queens,Bayside-Bayside Hills,17,3,6,26,475,5.47,65.38,11.54,23.08,0,0,0,none,15,57.69230769,9,2,11,42.30769231,8,1
26081,Queens,Bayside-Bayside Hills,8,8,9,25,562,4.45,32,32,36,0,0,0,none,13,52,5,2,12,48,3,6
26082,Queens,Bayside-Bayside Hills,5,1,7,13,371,3.5,38.46,7.69,53.85,0,0,0,none,8,61.53846154,4,1,5,38.46153846,1,0
26083,Queens,Murray Hill,11,5,8,24,586,4.1,45.83,20.83,33.33,0,0,0,none,15,62.5,6,2,9,37.5,5,3
26084,Queens,Glen Oaks-Floral Park-New Hyde Park,1,1,1,3,513,0.58,33.33,33.33,33.33,0,0,0,none,2,66.66666667,1,0,1,33.33333333,0,1
26085,Queens,Ft. Totten-Bay Terrace-Clearview,8,3,8,19,362,5.25,42.11,15.79,42.11,0,0,0,none,12,63.15789474,5,2,7,36.84210526,3,1
27001,Queens,Kew Gardens Hills,6,3,2,11,593,1.85,54.55,27.27,18.18,401,129,614,trump,4,36.36363636,3,1,7,63.63636364,3,2
27002,Queens,Richmond Hill,16,3,7,26,394,6.6,61.54,11.54,26.92,84,640,794,clinton,12,46.15384615,7,2,14,53.84615385,9,1
27003,Queens,Kew Gardens,8,4,9,21,565,3.72,38.1,19.05,42.86,198,507,796,clinton,14,66.66666667,3,4,7,33.33333333,5,0
27004,Queens,Kew Gardens,9,5,3,17,431,3.94,52.94,29.41,17.65,201,512,827,clinton,7,41.17647059,4,3,10,58.82352941,5,2
27005,Queens,Kew Gardens,25,2,8,35,596,5.87,71.43,5.71,22.86,213,427,727,clinton,19,54.28571429,15,0,16,45.71428571,10,2
27006,Queens,Kew Gardens,17,,6,23,774,2.97,73.91,0,26.09,161,635,948,clinton,10,43.47826087,7,0,13,56.52173913,10,0
27007,Queens,Kew Gardens,14,3,12,29,718,4.04,48.28,10.34,41.38,118,510,723,clinton,15,51.72413793,9,1,14,48.27586207,5,2
27008,Queens,Kew Gardens,19,1,5,25,626,3.99,76,4,20,147,583,841,clinton,12,48,10,0,13,52,9,1
27009,Queens,Kew Gardens,17,3,7,27,538,5.02,62.96,11.11,25.93,106,621,836,clinton,11,40.74074074,7,1,16,59.25925926,10,2
27010,Queens,Briarwood-Jamaica Hills,3,,1,4,40,10,75,0,25,10,34,50,clinton,2,50,2,0,2,50,1,0
27011,Queens,Briarwood-Jamaica Hills,17,4,7,28,493,5.68,60.71,14.29,25,34,295,361,clinton,15,53.57142857,8,2,13,46.42857143,9,2
27012,Queens,Briarwood-Jamaica Hills,14,5,9,28,513,5.46,50,17.86,32.14,150,507,747,clinton,14,50,8,1,14,50,6,4
27013,Queens,Briarwood-Jamaica Hills,31,9,6,46,710,6.48,67.39,19.57,13.04,140,551,785,clinton,28,60.86956522,20,3,18,39.13043478,11,6
27014,Queens,Briarwood-Jamaica Hills,31,7,10,48,757,6.34,64.58,14.58,20.83,131,577,796,clinton,23,47.91666667,19,1,25,52.08333333,12,6
27015,Queens,Briarwood-Jamaica Hills,34,9,10,53,555,9.55,64.15,16.98,18.87,118,608,824,clinton,28,52.83018868,21,4,25,47.16981132,13,5
27016,Queens,Briarwood-Jamaica Hills,17,3,10,30,496,6.05,56.67,10,33.33,82,215,338,clinton,14,46.66666667,6,1,16,53.33333333,11,2
27017,Queens,Kew Gardens Hills,6,,2,8,245,3.27,75,0,25,57,177,245,clinton,6,75,4,0,2,25,2,0
27018,Queens,Kew Gardens,1,3,2,6,65,9.23,16.67,50,33.33,28,38,73,clinton,0,0,0,0,6,100,1,3
27019,Queens,Forest Hills,7,4,11,22,581,3.79,31.82,18.18,50,119,433,692,clinton,12,54.54545455,4,2,10,45.45454545,3,2
27020,Queens,Forest Hills,14,2,12,28,690,4.06,50,7.14,42.86,128,526,741,clinton,16,57.14285714,6,2,12,42.85714286,8,0
27021,Queens,Forest Hills,6,2,4,12,666,1.8,50,16.67,33.33,114,509,701,clinton,4,33.33333333,3,0,8,66.66666667,3,2
27022,Queens,Kew Gardens,11,7,5,23,546,4.21,47.83,30.43,21.74,203,305,611,clinton,8,34.7826087,4,3,15,65.2173913,7,4
27023,Queens,Whitestone,18,5,8,31,725,4.28,58.06,16.13,25.81,390,235,672,trump,13,41.93548387,10,1,18,58.06451613,8,4
27024,Queens,Kew Gardens Hills,8,4,4,16,571,2.8,50,25,25,299,241,603,trump,8,50,3,3,8,50,5,1
27025,Queens,Kew Gardens Hills,6,7,3,16,557,2.87,37.5,43.75,18.75,410,113,594,trump,6,37.5,3,2,10,62.5,3,5
27026,Queens,Kew Gardens Hills,7,10,4,21,505,4.16,33.33,47.62,19.05,331,139,557,trump,11,52.38095238,4,6,10,47.61904762,3,4
27027,Queens,Kew Gardens Hills,1,5,5,11,265,4.15,9.09,45.45,45.45,381,167,636,trump,5,45.45454545,1,1,6,54.54545455,0,4
27028,Queens,Kew Gardens Hills,13,5,4,22,536,4.1,59.09,22.73,18.18,206,396,680,clinton,15,68.18181818,8,4,7,31.81818182,5,1
27029,Queens,Kew Gardens Hills,6,,2,8,450,1.78,75,0,25,97,255,375,clinton,4,50,3,0,4,50,3,0
27030,Queens,Kew Gardens Hills,11,6,3,20,441,4.54,55,30,15,261,164,495,trump,9,45,4,3,11,55,7,3
